ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,IPA,Dutch
Enggano-53_bird-1,140,Enggano,53_bird,eke-èfe,e k e ' E f e,e   k   e   ʔ   ɛ   f   e,,oudemans1879,,,e k e - è f e,,,vogel
Mentawai-53_bird-1,141,Mentawai,53_bird,oĕwă,u w a,u   w   a,,oudemans1879,,,oĕ w ă,,,vogel
Nias-53_bird-1,142,Nias,53_bird,pòpò,p O p O,p   ɔ   p   ɔ,,oudemans1879,,,p ò p ò,,,vogel
Mentawai-54_horse-1,143,Mentawai,54_horse,koerô,k u r o,k   u   r   o,,oudemans1879,,,k oe r ô,,,paard
Nias-54_horse-1,144,Nias,54_horse,goerô,g u r o,g   u   r   o,,oudemans1879,,,g oe r ô,,,paard
Mentawai-55_cow-1,145,Mentawai,55_cow,djawi,j a w i,d ͡ ʒ   a   w   i,,oudemans1879,,,dj a w i,,,koe
Nias-55_cow-1,146,Nias,55_cow,djawi,j a w i,d ͡ ʒ   a   w   i,,oudemans1879,,,dj a w i,,,koe
Enggano-56_fish-1,147,Enggano,56_fish,e ajo,e # a y O,e   #   a   j   ɔ,,oudemans1879,,,e # a j o,,,visch
Mentawai-56_fish-1,148,Mentawai,56_fish,kâ,k a,k   a,,oudemans1879,,,k â,,,visch
Nias-56_fish-1,149,Nias,56_fish,gîa,g i a,g   i   a,,oudemans1879,,,g î a,,,visch
Enggano-57_coconut-1,150,Enggano,57_coconut,effô,e f f o,e   f   f   o,,oudemans1879,,,e f f ô,,,klappernoot
Mentawai-57_coconut-1,151,Mentawai,57_coconut,toitet,t o:i t e t,t   ɔ i   t   e   t,,oudemans1879,,,t oi t e t,,,klappernoot
Nias-57_coconut-1,152,Nias,57_coconut,banîo,b a n i O,b   a   n   i   ɔ,,oudemans1879,,,b a n î o,,,klappernoot
Enggano-58_banana-1,153,Enggano,58_banana,iedjo,i j O,i   d ͡ ʒ   ɔ,,oudemans1879,,,ie dj o,,,pisang
Mentawai-58_banana-1,154,Mentawai,58_banana,bagô,b a g o,b   a   g   o,,oudemans1879,,,b a g ô,,,pisang
Nias-58_banana-1,155,Nias,58_banana,gâhé,g a h e,g   a   h   e,,oudemans1879,,,g â h é,,,pisang
Mentawai-59_sago-1,156,Mentawai,59_sago,sagai,s a g a:i,s   a   g   a i,,oudemans1879,,,s a g ai,,,sago
Nias-59_sago-1,157,Nias,59_sago,sagoe,s a g u,s   a   g   u,,oudemans1879,,,s a g oe,,,sago
Enggano-60_water-1,158,Enggano,60_water,ebbo,e b b O,e   b   b   ɔ,,oudemans1879,,,e b b o,,,water
Mentawai-60_water-1,159,Mentawai,60_water,jôja,y o y a,j   o   j   a,,oudemans1879,,,j ô j a,,,water
Nias-60_water-1,160,Nias,60_water,idaneu,i d a n e:u,i   d   a   n   ɛ u,,oudemans1879,,,i d a n eu,,,water
Enggano-61_house-1,161,Enggano,61_house,oeba,u b a,u   b   a,,oudemans1879,,,oe b a,,,huis
Mentawai-61_house-1,162,Mentawai,61_house,oêmâ,O e m a,ɔ   e   m   a,,oudemans1879,,,o ê m â,,,huis
Nias-61_house-1,163,Nias,61_house,nômô,n o m o,n   o   m   o,,oudemans1879,,,n ô m ô,,,huis
Enggano-62_tree-1,164,Enggano,62_tree,kahara koewo,k a h a r a # k u w O,k   a   h   a   r   a   #   k   u   w   ɔ,,oudemans1879,,,k a h a r a # k oe w o,,,boom
Mentawai-62_tree-1,165,Mentawai,62_tree,bâkat,b a k a t,b   a   k   a   t,,oudemans1879,,,b â k a t,,,boom
Nias-62_tree-1,166,Nias,62_tree,embôrô,e mb o r o,e   ʙ   o   r   o,,oudemans1879,,,e mb ô r ô,,,boom
Enggano-63_wood-1,167,Enggano,63_wood,ekoewo,e k u w O,e   k   u   w   ɔ,,oudemans1879,,,e k oe w o,,,hout
Nias-63_wood-1,168,Nias,63_wood,geoe,g e u,g   e   u,,oudemans1879,,,g e oe,,,hout
Enggano-64_river-1,169,Enggano,64_river,iebo,i b O,i   b   ɔ,,oudemans1879,,,ie b o,,,rivier
Mentawai-64_river-1,170,Mentawai,64_river,toeboe djodja,t u b u # j O j a,t   u   b   u   #   d ͡ ʒ   ɔ   d ͡ ʒ   a,,oudemans1879,,,t oe b oe # dj o dj a,,,rivier
Nias-64_river-1,171,Nias,64_river,loeâha,l u a h a,l   u   a   h   a,,oudemans1879,,,l oe â h a,,,rivier
Enggano-65_sea-1,172,Enggano,65_sea,éoewé,e u w e,e   u   w   e,,oudemans1879,,,é oe w é,,,zee
Mentawai-65_sea-1,173,Mentawai,65_sea,hôat,h o a t,h   o   a   t,,oudemans1879,,,h ô a t,,,zee
Nias-65_sea-1,174,Nias,65_sea,nâsi,n a s i,n   a   s   i,,oudemans1879,,,n â s i,,,zee
Enggano-66_ship-1,175,Enggano,66_ship,eoeba-kiemo,e u b a ' k i m O,e   u   b   a   ʔ   k   i   m   ɔ,,oudemans1879,,,e oe b a - k ie m o,,,schip
Mentawai-66_ship-1,176,Mentawai,66_ship,kinâpat,k i n a p a t,k   i   n   a   p   a   t,,oudemans1879,,,k i n â p a t,,,schip
Nias-66_ship-1,177,Nias,66_ship,nôwô,n o w o,n   o   w   o,,oudemans1879,,,n ô w ô,,,schip
Enggano-67_sampankoboat-1,178,Enggano,67_sampankoboat,elohoa,e l o O a,e   l   o   ɔ   a,,oudemans1879,,,e l oh o a,,,sampan
Mentawai-67_sampankoboat-1,179,Mentawai,67_sampankoboat,abak,a b a k,a   b   a   k,,oudemans1879,,,a b a k,,,sampan
Nias-67_sampankoboat-1,180,Nias,67_sampankoboat,toendaha,t u n d a h a,t   u   n   d   a   h   a,,oudemans1879,,,t oe n d a h a,,,sampan
Enggano-68_paddle-1,181,Enggano,68_paddle,eodjie,e O j i,e   ɔ   d ͡ ʒ   i,,oudemans1879,,,e o dj ie,,,pagaai
Mentawai-68_paddle-1,182,Mentawai,68_paddle,loega,l u g a,l   u   g   a,,oudemans1879,,,l oe g a,,,pagaai
Nias-68_paddle-1,183,Nias,68_paddle,galoega,g a l u g a,g   a   l   u   g   a,,oudemans1879,,,g a l oe g a,,,pagaai
Enggano-69_fire-1,184,Enggano,69_fire,ejobie,e y O b i,e   j   ɔ   b   i,,oudemans1879,,,e j o b ie,,,vuur
Mentawai-69_fire-1,185,Mentawai,69_fire,oebengan,u b e ng a n,u   b   e   ŋ   a   n,,oudemans1879,,,oe b e ng a n,,,vuur
Nias-69_fire-1,186,Nias,69_fire,galîtah,g a l i t a h,g   a   l   i   t   a   h,,oudemans1879,,,g a l î t a h,,,vuur
Enggano-70_roof-1,187,Enggano,70_roof,oekoe-oeba,u k u ' u b a,u   k   u   ʔ   u   b   a,,oudemans1879,,,oe k oe - oe b a,,,dak
Mentawai-70_roof-1,188,Mentawai,70_roof,tôbat,t o b a t,t   o   b   a   t,,oudemans1879,,,t ô b a t,,,dak
Nias-70_roof-1,189,Nias,70_roof,poeloedjakoe,p u l u j a k u,p   u   l   u   d ͡ ʒ   a   k   u,,oudemans1879,,,p oe l oe dj a k oe,,,dak
Enggano-71_door-1,190,Enggano,71_door,karoebe,k a r u b e,k   a   r   u   b   e,,oudemans1879,,,k a r oe b e,,,deur
Mentawai-71_door-1,191,Mentawai,71_door,pengiloh,p e ng i l o,p   e   ŋ   i   l   o,,oudemans1879,,,p e ng i l oh,,,deur
Nias-71_door-1,192,Nias,71_door,babandoewo,b a b a n d u w O,b   a   b   a   n   d   u   w   ɔ,,oudemans1879,,,b a b a n d oe w o,,,deur
Enggano-72_sun-1,193,Enggano,72_sun,kaha,k a h a,k   a   h   a,,oudemans1879,,,k a h a,,,zon
Mentawai-72_sun-1,194,Mentawai,72_sun,soeloe,s u l u,s   u   l   u,,oudemans1879,,,s oe l oe,,,zon
Nias-72_sun-1,195,Nias,72_sun,mataloeoh,m a t a l u o,m   a   t   a   l   u   o,,oudemans1879,,,m a t a l oe oh,,,zon
Enggano-73_day-1,196,Enggano,73_day,lakieho,l a k i x O,l   a   k   i   ç   ɔ,,oudemans1879,,,l a k ie h o,,,dag
Mentawai-73_day-1,197,Mentawai,73_day,mepatoh,m e p a t o,m   e   p   a   t   o,,oudemans1879,,,m e p a t oh,,,dag
Nias-73_day-1,198,Nias,73_day,loeoh,l u o,l   u   o,,oudemans1879,,,l oe oh,,,dag
Enggano-74_moon-1,199,Enggano,74_moon,ekanoa,e k a n O a,e   k   a   n   ɔ   a,,oudemans1879,,,e k a n o a,,,maan
Mentawai-74_moon-1,200,Mentawai,74_moon,lakô,l a k o,l   a   k   o,,oudemans1879,,,l a k ô,,,maan
Nias-74_moon-1,201,Nias,74_moon,bâwa,b a w a,b   a   w   a,,oudemans1879,,,b â w a,,,maan
Enggano-75_star-1,202,Enggano,75_star,éfé odā,e f e # O d a a,e   f   e   #   ɔ   d   a ː,,oudemans1879,,,é f é # o d ā,,,ster
Mentawai-75_star-1,203,Mentawai,75_star,penjanjat,p e n y a n y a t,p   e   n   j   a   n   j   a   t,,oudemans1879,,,p e n j a n j a t,,,ster
Nias-75_star-1,204,Nias,75_star,dôfi,d o f i,d   o   f   i,,oudemans1879,,,d ô f i,,,ster
Enggano-76_midday-1,205,Enggano,76_midday,paroheije,p a r o e:i y e,p   a   r   o   ɛ i   j   e,,oudemans1879,,,p a r oh ei j e,,,middag
Mentawai-76_midday-1,206,Mentawai,76_midday,metoeget tjoeloe,m e t u g e t # c u l u,m   e   t   u   g   e   t   #   t ͡ ʃ   u   l   u,,oudemans1879,,,m e t oe g e t # tj oe l oe,,,middag
Nias-76_midday-1,207,Nias,76_midday,tengaloeoh,t e ng a l u o,t   e   ŋ   a   l   u   o,,oudemans1879,,,t e ng a l oe oh,,,middag
Enggano-77_wind-1,208,Enggano,77_wind,ekiejoe,e k i y u,e   k   i   j   u,,oudemans1879,,,e k ie j oe,,,wind
Mentawai-77_wind-1,209,Mentawai,77_wind,roesa,r u s a,r   u   s   a,,oudemans1879,,,r oe s a,,,wind
Nias-77_wind-1,210,Nias,77_wind,nangi,n a ng i,n   a   ŋ   i,,oudemans1879,,,n a ng i,,,wind
Enggano-78_current-1,211,Enggano,78_current,kaha kakie,k a h a # k a k i,k   a   h   a   #   k   a   k   i,,oudemans1879,,,k a h a # k a k ie,,,stroom
Mentawai-78_current-1,212,Mentawai,78_current,marekdek,m a r e k d e k,m   a   r   e   k   d   e   k,,oudemans1879,,,m a r e k d e k,,,stroom
Nias-78_current-1,213,Nias,78_current,idaneu sabè-è,i d a n e:u # s a b E ' E,i   d   a   n   ɛ u   #   s   a   b   ɛ   ʔ   ɛ,,oudemans1879,,,i d a n eu # s a b è - è,,,stroom
Enggano-79_hill-1,214,Enggano,79_hill,ekohé,e k o e,e   k   o   e,,oudemans1879,,,e k oh é,,,heuvel
Mentawai-79_hill-1,215,Mentawai,79_hill,boekoe,b u k u,b   u   k   u,,oudemans1879,,,b oe k oe,,,heuvel
Nias-79_hill-1,216,Nias,79_hill,ili sideidei,i l i # s i d e:i d e:i,i   l   i   #   s   i   d   ɛ i   d   ɛ i,,oudemans1879,,,i l i # s i d ei d ei,,,heuvel
Enggano-80_mountain-1,217,Enggano,80_mountain,ekohé,e k o e,e   k   o   e,,oudemans1879,,,e k oh é,,,berg
Mentawai-80_mountain-1,218,Mentawai,80_mountain,boelak,b u l a k,b   u   l   a   k,,oudemans1879,,,b oe l a k,,,berg
Nias-80_mountain-1,219,Nias,80_mountain,ili siboea,i l i # s i b u a,i   l   i   #   s   i   b   u   a,,oudemans1879,,,i l i # s i b oe a,,,berg
Enggano-81_flood-1,220,Enggano,81_flood,kaoedoe doewe,k a ' u d u # d u w e,k   a   ʔ   u   d   u   #   d   u   w   e,,oudemans1879,,,k aoe d oe # d oe w e,,,bandjir
Mentawai-81_flood-1,221,Mentawai,81_flood,madjoedjoet,m a j u j u t,m   a   d ͡ ʒ   u   d ͡ ʒ   u   t,,oudemans1879,,,m a dj oe dj oe t,,,bandjir
Nias-81_flood-1,222,Nias,81_flood,môloe siboea,m o l u # s i b u a,m   o   l   u   #   s   i   b   u   a,,oudemans1879,,,m ô l oe # s i b oe a,,,bandjir
Enggano-82_shield-1,223,Enggano,82_shield,ékieahe,e k i a h e,e   k   i   a   h   e,,oudemans1879,,,é k ie a h e,,,schild
Mentawai-82_shield-1,224,Mentawai,82_shield,koerâbi,k u r a b i,k   u   r   a   b   i,,oudemans1879,,,k oe r â b i,,,schild
Nias-82_shield-1,225,Nias,82_shield,dangé,d a ng e,d   a   ŋ   e,,oudemans1879,,,d a ng é,,,schild
Enggano-82_shield-2,226,Enggano,82_shield,ékieahe,e k i a h e,e   k   i   a   h   e,,oudemans1879,,,é k ie a h e,,,schild
Mentawai-82_shield-2,227,Mentawai,82_shield,koerâbi,k u r a b i,k   u   r   a   b   i,,oudemans1879,,,k oe r â b i,,,schild
Nias-82_shield-2,228,Nias,82_shield,toelo toeloe,t u l O # t u l u,t   u   l   ɔ   #   t   u   l   u,,oudemans1879,,,t oe l o # t oe l oe,,,schild
Enggano-83_knifeko-1,229,Enggano,83_knifeko,efiekofieko,e f i k O f i k O,e   f   i   k   ɔ   f   i   k   ɔ,,oudemans1879,,,e f ie k o f ie k o,,,steekmes
Mentawai-83_knifeko-1,230,Mentawai,83_knifeko,palitei,p a l i t e:i,p   a   l   i   t   ɛ i,,oudemans1879,,,p a l i t ei,,,steekmes
Nias-83_knifeko-1,231,Nias,83_knifeko,boeloesèwa,b u l u s E w a,b   u   l   u   s   ɛ   w   a,,oudemans1879,,,b oe l oe s è w a,,,steekmes
Enggano-84_bow-1,232,Enggano,84_bow,epiéko,e p i e k O,e   p   i   e   k   ɔ,,oudemans1879,,,e p i é k o,,,boog
Enggano-85_arrow-1,233,Enggano,85_arrow,epiéko,e p i e k O,e   p   i   e   k   ɔ,,oudemans1879,,,e p i é k o,,,pijl
Enggano-86_cutlassko-1,234,Enggano,86_cutlassko,feitjie,f e:i c i,f   ɛ i   t ͡ ʃ   i,,oudemans1879,,,f ei tj ie,,,klewang
Nias-86_cutlassko-1,235,Nias,86_cutlassko,toho telègoe,t o O # t e l E g u,t   o   ɔ   #   t   e   l   ɛ   g   u,,oudemans1879,,,t oh o # t e l è g oe,,,klewang
Enggano-87_javelin-1,236,Enggano,87_javelin,ekajo,e k a y O,e   k   a   j   ɔ,,oudemans1879,,,e k a j o,,,werpspies
Enggano-88_big-1,237,Enggano,88_big,a-ieje,a ' i y e,a   ʔ   i   j   e,,oudemans1879,,,a - ie j e,,,groot
Mentawai-88_big-1,238,Mentawai,88_big,abéoe,a b e u,a   b   e   u,,oudemans1879,,,a b é oe,,,groot
Nias-88_big-1,239,Nias,88_big,siboea,s i b u a,s   i   b   u   a,,oudemans1879,,,s i b oe a,,,groot
Enggano-89_small-1,240,Enggano,89_small,noekie,n u k i,n   u   k   i,,oudemans1879,,,n oe k ie,,,klein
Mentawai-89_small-1,241,Mentawai,89_small,segôsô,s e g o s o,s   e   g   o   s   o,,oudemans1879,,,s e g ô s ô,,,klein
Nias-89_small-1,242,Nias,89_small,déï deî,d e ' i # d e:i,d   e   ʔ   i   #   d   ɛ i,,oudemans1879,,,d é ï # d eî,,,klein
Enggano-90_old-1,243,Enggano,90_old,éā,e a a,e   a ː,,oudemans1879,,,é ā,,,oud
Mentawai-90_old-1,244,Mentawai,90_old,kêla,k e l a,k   e   l   a,,oudemans1879,,,k ê l a,,,oud
Nias-90_old-1,245,Nias,90_old,satoewa,s a t u w a,s   a   t   u   w   a,,oudemans1879,,,s a t oe w a,,,oud
Enggano-91_young-1,246,Enggano,91_young,eahanieje,e a h a n i y e,e   a   h   a   n   i   j   e,,oudemans1879,,,e a h a n ie j e,,,jong
Mentawai-91_young-1,247,Mentawai,91_young,lô,l o,l   o,,oudemans1879,,,l ô,,,jong
Nias-91_young-1,248,Nias,91_young,sikaboejoe,s i k a b u y u,s   i   k   a   b   u   j   u,,oudemans1879,,,s i k a b oe j oe,,,jong
Enggano-92_male-1,249,Enggano,92_male,émané,e m a n e,e   m   a   n   e,,oudemans1879,,,é m a n é,,,mannelijk
Nias-92_male-1,250,Nias,92_male,simatoewa,s i m a t u w a,s   i   m   a   t   u   w   a,,oudemans1879,,,s i m a t oe w a,,,mannelijk
Enggano-93_female-1,251,Enggano,93_female,éhoeda,e h u d a,e   h   u   d   a,,oudemans1879,,,é h oe d a,,,vrouwelijk
Nias-93_female-1,252,Nias,93_female,sihalāwé,s i x a l a a w e,s   i   ç   a   l   a ː   w   e,,oudemans1879,,,s i h a l ā w é,,,vrouwelijk
Enggano-94_long-1,253,Enggano,94_long,aieje-noe,a i y e ' n u,a   i   j   e   ʔ   n   u,,oudemans1879,,,a ie j e - n oe,,,lang
Mentawai-94_long-1,254,Mentawai,94_long,ata,a t a,a   t   a,,oudemans1879,,,a t a,,,lang
Nias-94_long-1,255,Nias,94_long,enaoe,e n a ' u,e   n   a   ʔ   u,,oudemans1879,,,e n aoe,,,lang
Enggano-95_short-1,256,Enggano,95_short,kakoewo,k a k u w O,k   a   k   u   w   ɔ,,oudemans1879,,,k a k oe w o,,,kort
Mentawai-95_short-1,257,Mentawai,95_short,metètè,m e t E t E,m   e   t   ɛ   t   ɛ,,oudemans1879,,,m e t è t è,,,kort
Nias-95_short-1,258,Nias,95_short,dogo dogo,d O g O # d O g O,d   ɔ   g   ɔ   #   d   ɔ   g   ɔ,,oudemans1879,,,d o g o # d o g o,,,kort
Enggano-96_wide-1,259,Enggano,96_wide,aieja foho,a i y a # f o O,a   i   j   a   #   f   o   ɔ,,oudemans1879,,,a ie j a # f oh o,,,breed
Mentawai-96_wide-1,260,Mentawai,96_wide,alîò,a l i O,a   l   i   ɔ,,oudemans1879,,,a l î ò,,,breed
Nias-96_wide-1,261,Nias,96_wide,ebeûlo,e b e:u l O,e   b   ɛ u   l   ɔ,,oudemans1879,,,e b eû l o,,,breed
Enggano-97_narrow-1,262,Enggano,97_narrow,noekie foho,n u k i # f o O,n   u   k   i   #   f   o   ɔ,,oudemans1879,,,n oe k ie # f oh o,,,smal
Enggano-98_beautiful-1,263,Enggano,98_beautiful,kaoewe,k a ' u w e,k   a   ʔ   u   w   e,,oudemans1879,,,k aoe w e,,,mooi
Mentawai-98_beautiful-1,264,Mentawai,98_beautiful,méroei,m e r O e:i,m   e   r   ɔ   ɛ i,,oudemans1879,,,m é r o ei,,,mooi
Nias-98_beautiful-1,265,Nias,98_beautiful,seuchi,s e:u k h i,s   ɛ u   k   h   i,,oudemans1879,,,s eu c h i,,,mooi
Enggano-99_ugly-1,266,Enggano,99_ugly,kieohé,k i o e,k   i   o   e,,oudemans1879,,,k ie oh é,,,leelijk
Mentawai-99_ugly-1,267,Mentawai,99_ugly,makàtai,m a k a t a:i,m   a   k   a   t   a i,,oudemans1879,,,m a k à t ai,,,leelijk
Nias-99_ugly-1,268,Nias,99_ugly,leu-eu seuchi,l e:u ' e:u # s e:u k h i,l   ɛ u   ʔ   ɛ u   #   s   ɛ u   k   h   i,,oudemans1879,,,l eu - eu # s eu c h i,,,leelijk
Enggano-100_high-1,269,Enggano,100_high,ietjébé,i c e b e,i   t ͡ ʃ   e   b   e,,oudemans1879,,,ie tj é b é,,,hoog
Mentawai-100_high-1,270,Mentawai,100_high,ata,a t a,a   t   a,,oudemans1879,,,a t a,,,hoog
Nias-100_high-1,271,Nias,100_high,enaoe,e n a ' u,e   n   a   ʔ   u,,oudemans1879,,,e n aoe,,,hoog
Enggano-101_low-1,272,Enggano,101_low,ietofo,i t O f O,i   t   ɔ   f   ɔ,,oudemans1879,,,ie t o f o,,,laag
Mentawai-101_low-1,273,Mentawai,101_low,metètè,m e t E t E,m   e   t   ɛ   t   ɛ,,oudemans1879,,,m e t è t è,,,laag
Nias-101_low-1,274,Nias,101_low,dogo dogo,d O g O # d O g O,d   ɔ   g   ɔ   #   d   ɔ   g   ɔ,,oudemans1879,,,d o g o # d o g o,,,laag
Mentawai-102_north-1,275,Mentawai,102_north,sikalaoet,s i k a l a ' u t,s   i   k   a   l   a   ʔ   u   t,,oudemans1879,,,s i k a l aoe t,,,noord
Mentawai-103_west-1,276,Mentawai,103_west,bertapat soenjie,b e r t a p a t # s u n y i,b   e   r   t   a   p   a   t   #   s   u   n   j   i,,oudemans1879,,,b e r t a p a t # s oe n j ie,,,west
Mentawai-104_south-1,277,Mentawai,104_south,kajâman,k a y a m a n,k   a   j   a   m   a   n,,oudemans1879,,,k a j â m a n,,,zuid
Mentawai-105_east-1,278,Mentawai,105_east,matatjoedoe,m a t a c u d u,m   a   t   a   t ͡ ʃ   u   d   u,,oudemans1879,,,m a t a tj oe d oe,,,oost
Enggano-106_hungry-1,279,Enggano,106_hungry,éaba,e a b a,e   a   b   a,,oudemans1879,,,é a b a,,,hongerig
Mentawai-106_hungry-1,280,Mentawai,106_hungry,meladjè,m e l a j E,m   e   l   a   d ͡ ʒ   ɛ,,oudemans1879,,,m e l a dj è,,,hongerig
Nias-106_hungry-1,281,Nias,106_hungry,alófó daloe,a l o f o # d a l u,a   l   o   f   o   #   d   a   l   u,,oudemans1879,,,a l ó f ó # d a l oe,,,hongerig
Enggano-107_full-1,282,Enggano,107_full,hobelélé,h O b e l e l e,h   ɔ   b   e   l   e   l   e,,oudemans1879,,,h o b e l é l é,,,verzadigd
Mentawai-107_full-1,283,Mentawai,107_full,mètèng,m E t E ng,m   ɛ   t   ɛ   ŋ,,oudemans1879,,,m è t è ng,,,verzadigd
Nias-107_full-1,284,Nias,107_full,aboesoe daloe,a b u s u # d a l u,a   b   u   s   u   #   d   a   l   u,,oudemans1879,,,a b oe s oe # d a l oe,,,verzadigd
Enggano-108_i-1,285,Enggano,108_i,oewa,u w a,u   w   a,,oudemans1879,,,oe w a,,,ik
Mentawai-108_i-1,286,Mentawai,108_i,akoe,a k u,a   k   u,,oudemans1879,,,a k oe,,,ik
Nias-108_i-1,287,Nias,108_i,jaôdô,y a o d o,j   a   o   d   o,,oudemans1879,,,j a ô d ô,,,ik
Mentawai-108_i-2,288,Mentawai,108_i,mangaû,m a ng a u,m   a   ŋ   a   u,,oudemans1879,,,m a ng a û,,,ik
Enggano-109_you-1,289,Enggano,109_you,oh,o,o,,oudemans1879,,,oh,,,gij
Mentawai-109_you-1,290,Mentawai,109_you,ekéo,e k e O,e   k   e   ɔ,,oudemans1879,,,e k é o,,,gij
Nias-109_you-1,291,Nias,109_you,eû,e:u,ɛ u,,oudemans1879,,,eû,,,gij
Nias-109_you-2,292,Nias,109_you,jaôgô,y a o g o,j   a   o   g   o,,oudemans1879,,,j a ô g ô,,,gij
Enggano-110_he-1,293,Enggano,110_he,kieja,k i y a,k   i   j   a,,oudemans1879,,,k ie j a,,,hij
