ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,IPA,Dutch
Mentawai-110_he-1,294,Mentawai,110_he,ekéo léo,e k e O # l e O,e   k   e   ɔ   #   l   e   ɔ,,oudemans1879,,,e k é o # l é o,,,hij
Nias-110_he-1,295,Nias,110_he,ja îja,y a # i y a,j   a   #   i   j   a,,oudemans1879,,,j a # î j a,,,hij
Enggano-111_we-1,296,Enggano,111_we,ieka,i k a,i   k   a,,oudemans1879,,,ie k a,,,wij
Mentawai-111_we-1,297,Mentawai,111_we,akoe sengabilinga,a k u # s e ng a b i l i ng a,a   k   u   #   s   e   ŋ   a   b   i   l   i   ŋ   a,,oudemans1879,,,a k oe # s e ng a b i l i ng a,,,wij
Nias-111_we-1,298,Nias,111_we,ja-itanda,y a ' i t a n d a,j   a   ʔ   i   t   a   n   d   a,,oudemans1879,,,j a - i t a n d a,,,wij
Mentawai-109_you-2,299,Mentawai,109_you,ekéo sengabilinga (?),e k e O # s e ng a b i l i ng a # ( ? ),e   k   e   ɔ   #   s   e   ŋ   a   b   i   l   i   ŋ   a   #   (   ?   ),,oudemans1879,,,e k é o # s e ng a b i l i ng a # ( ? ),,,gij
Nias-109_you-3,300,Nias,109_you,iaôgô,i a o g o,i   a   o   g   o,,oudemans1879,,,i a ô g ô,,,gij
Enggano-112_they-1,301,Enggano,112_they,kieja,k i y a,k   i   j   a,,oudemans1879,,,k ie j a,,,zij
Mentawai-112_they-1,302,Mentawai,112_they,ekéo léo sengabilinga (?),e k e O # l e O # s e ng a b i l i ng a # ( ? ),e   k   e   ɔ   #   l   e   ɔ   #   s   e   ŋ   a   b   i   l   i   ŋ   a   #   (   ?   ),,oudemans1879,,,e k é o # l é o # s e ng a b i l i ng a # ( ? ),,,zij
Nias-112_they-1,303,Nias,112_they,ia-ija,i a ' i y a,i   a   ʔ   i   j   a,,oudemans1879,,,i a - i j a,,,zij
Enggano-113_one-1,304,Enggano,113_one,kahaie,k a h a i,k   a   h   a   i,,oudemans1879,,,k a h a ie,,,1
Mentawai-113_one-1,305,Mentawai,113_one,sara,s a r a,s   a   r   a,,oudemans1879,,,s a r a,,,1
Nias-113_one-1,306,Nias,113_one,sara,s a r a,s   a   r   a,,oudemans1879,,,s a r a,,,1
Enggano-114_two-1,307,Enggano,114_two,adoewa,a d u w a,a   d   u   w   a,,oudemans1879,,,a d oe w a,,,2
Mentawai-114_two-1,308,Mentawai,114_two,doewa,d u w a,d   u   w   a,,oudemans1879,,,d oe w a,,,2
Nias-114_two-1,309,Nias,114_two,doewa,d u w a,d   u   w   a,,oudemans1879,,,d oe w a,,,2
Enggano-115_three-1,310,Enggano,115_three,akoloe,a k O l u,a   k   ɔ   l   u,,oudemans1879,,,a k o l oe,,,3
Mentawai-115_three-1,311,Mentawai,115_three,tèloe,t E l u,t   ɛ   l   u,,oudemans1879,,,t è l oe,,,3
Nias-115_three-1,312,Nias,115_three,teuloe,t e:u l u,t   ɛ u   l   u,,oudemans1879,,,t eu l oe,,,3
Enggano-116_four-1,313,Enggano,116_four,afa,a f a,a   f   a,,oudemans1879,,,a f a,,,4
Mentawai-116_four-1,314,Mentawai,116_four,epat,e p a t,e   p   a   t,,oudemans1879,,,e p a t,,,4
Nias-116_four-1,315,Nias,116_four,ôfa,o f a,o   f   a,,oudemans1879,,,ô f a,,,4
Enggano-117_five-1,316,Enggano,117_five,alieba,a l i b a,a   l   i   b   a,,oudemans1879,,,a l ie b a,,,5
Mentawai-117_five-1,317,Mentawai,117_five,lima,l i m a,l   i   m   a,,oudemans1879,,,l i m a,,,5
Nias-117_five-1,318,Nias,117_five,lima,l i m a,l   i   m   a,,oudemans1879,,,l i m a,,,5
Enggano-118_six-1,319,Enggano,118_six,kaikiene,k a:i k i n e,k   a i   k   i   n   e,,oudemans1879,,,k ai k ie n e,,,6
Mentawai-118_six-1,320,Mentawai,118_six,ènèm,E n E m,ɛ   n   ɛ   m,,oudemans1879,,,è n è m,,,6
Nias-118_six-1,321,Nias,118_six,eôneû,e o n e:u,e   o   n   ɛ u,,oudemans1879,,,e ô n eû,,,6
Enggano-119_seven-1,322,Enggano,119_seven,aliebe é adoewa,a l i b e # e # a d u w a,a   l   i   b   e   #   e   #   a   d   u   w   a,,oudemans1879,,,a l ie b e # é # a d oe w a,,,7
Mentawai-119_seven-1,323,Mentawai,119_seven,pitoe,p i t u,p   i   t   u,,oudemans1879,,,p i t oe,,,7
Nias-119_seven-1,324,Nias,119_seven,fitoe,f i t u,f   i   t   u,,oudemans1879,,,f i t oe,,,7
Enggano-120_eight-1,325,Enggano,120_eight,afa é afa,a f a # e # a f a,a   f   a   #   e   #   a   f   a,,oudemans1879,,,a f a # é # a f a,,,8
Mentawai-120_eight-1,326,Mentawai,120_eight,waloe,w a l u,w   a   l   u,,oudemans1879,,,w a l oe,,,8
Nias-120_eight-1,327,Nias,120_eight,waloe,w a l u,w   a   l   u,,oudemans1879,,,w a l oe,,,8
Enggano-121_nine-1,328,Enggano,121_nine,aliebe é afa,a l i b e # e # a f a,a   l   i   b   e   #   e   #   a   f   a,,oudemans1879,,,a l ie b e # é # a f a,,,9
Mentawai-121_nine-1,329,Mentawai,121_nine,siwa,s i w a,s   i   w   a,,oudemans1879,,,s i w a,,,9
Nias-121_nine-1,330,Nias,121_nine,siwa,s i w a,s   i   w   a,,oudemans1879,,,s i w a,,,9
Enggano-122_ten-1,331,Enggano,122_ten,kahafoeloe,k a h a f u l u,k   a   h   a   f   u   l   u,,oudemans1879,,,k a h a f oe l oe,,,10
Mentawai-122_ten-1,332,Mentawai,122_ten,poeloe,p u l u,p   u   l   u,,oudemans1879,,,p oe l oe,,,10
Nias-122_ten-1,333,Nias,122_ten,foeloe,f u l u,f   u   l   u,,oudemans1879,,,f oe l oe,,,10
Enggano-123_eleven-1,334,Enggano,123_eleven,kahafoeloe é kehaie,k a h a f u l u # e # k e h a i,k   a   h   a   f   u   l   u   #   e   #   k   e   h   a   i,,oudemans1879,,,k a h a f oe l oe # é # k e h a ie,,,11
Mentawai-123_eleven-1,335,Mentawai,123_eleven,poeloe sara tera,p u l u # s a r a # t e r a,p   u   l   u   #   s   a   r   a   #   t   e   r   a,,oudemans1879,,,p oe l oe # s a r a # t e r a,,,11
Nias-123_eleven-1,336,Nias,123_eleven,filisara,f i l i s a r a,f   i   l   i   s   a   r   a,,oudemans1879,,,f i l i s a r a,,,11
Enggano-124_twelve-1,337,Enggano,124_twelve,kahafoeloe é adoewa,k a h a f u l u # e # a d u w a,k   a   h   a   f   u   l   u   #   e   #   a   d   u   w   a,,oudemans1879,,,k a h a f oe l oe # é # a d oe w a,,,12
Mentawai-124_twelve-1,338,Mentawai,124_twelve,poeloe doewa tera,p u l u # d u w a # t e r a,p   u   l   u   #   d   u   w   a   #   t   e   r   a,,oudemans1879,,,p oe l oe # d oe w a # t e r a,,,12
Nias-124_twelve-1,339,Nias,124_twelve,filidoewa,f i l i d u w a,f   i   l   i   d   u   w   a,,oudemans1879,,,f i l i d oe w a,,,12
Enggano-125_thirteen-1,340,Enggano,125_thirteen,kahafoeloe é akoloe,k a h a f u l u # e # a k O l u,k   a   h   a   f   u   l   u   #   e   #   a   k   ɔ   l   u,,oudemans1879,,,k a h a f oe l oe # é # a k o l oe,,,13
Mentawai-125_thirteen-1,341,Mentawai,125_thirteen,poeloe teloe tera,p u l u # t e l u # t e r a,p   u   l   u   #   t   e   l   u   #   t   e   r   a,,oudemans1879,,,p oe l oe # t e l oe # t e r a,,,13
Nias-125_thirteen-1,342,Nias,125_thirteen,fili deuloe,f i l i # d e:u l u,f   i   l   i   #   d   ɛ u   l   u,,oudemans1879,,,f i l i # d eu l oe,,,13
Enggano-126_twenty-1,343,Enggano,126_twenty,kahaie takka,k a h a i # t a k k a,k   a   h   a   i   #   t   a   k   k   a,,oudemans1879,,,k a h a ie # t a k k a,,,20
Mentawai-126_twenty-1,344,Mentawai,126_twenty,doeang a poeloe,d u a ng # a # p u l u,d   u   a   ŋ   #   a   #   p   u   l   u,,oudemans1879,,,d oe a ng # a # p oe l oe,,,20
Nias-126_twenty-1,345,Nias,126_twenty,doewapoeloe,d u w a p u l u,d   u   w   a   p   u   l   u,,oudemans1879,,,d oe w a p oe l oe,,,20
Enggano-127_thirty-1,346,Enggano,127_thirty,kahaie takka é kahafoeloe,k a h a i # t a k k a # e # k a h a f u l u,k   a   h   a   i   #   t   a   k   k   a   #   e   #   k   a   h   a   f   u   l   u,,oudemans1879,,,k a h a ie # t a k k a # é # k a h a f oe l oe,,,30
Mentawai-127_thirty-1,347,Mentawai,127_thirty,telonga a poeloe,t e l O ng a # a # p u l u,t   e   l   ɔ   ŋ   a   #   a   #   p   u   l   u,,oudemans1879,,,t e l o ng a # a # p oe l oe,,,30
Nias-127_thirty-1,348,Nias,127_thirty,teuloepoeloe,t e:u l u p u l u,t   ɛ u   l   u   p   u   l   u,,oudemans1879,,,t eu l oe p oe l oe,,,30
Enggano-128_forty-1,349,Enggano,128_forty,adoewa takka,a d u w a # t a k k a,a   d   u   w   a   #   t   a   k   k   a,,oudemans1879,,,a d oe w a # t a k k a,,,40
Mentawai-128_forty-1,350,Mentawai,128_forty,epatuga a poeloe,e p a t u g a # a # p u l u,e   p   a   t   u   g   a   #   a   #   p   u   l   u,,oudemans1879,,,e p a t u g a # a # p oe l oe,,,40
Nias-128_forty-1,351,Nias,128_forty,ofapoeloe,O f a p u l u,ɔ   f   a   p   u   l   u,,oudemans1879,,,o f a p oe l oe,,,40
Enggano-129_fifty-1,352,Enggano,129_fifty,adoewa takka é kahafoeloe,a d u w a # t a k k a # e # k a h a f u l u,a   d   u   w   a   #   t   a   k   k   a   #   e   #   k   a   h   a   f   u   l   u,,oudemans1879,,,a d oe w a # t a k k a # é # k a h a f oe l oe,,,50
Mentawai-129_fifty-1,353,Mentawai,129_fifty,limanga a poeloe,l i m a ng a # a # p u l u,l   i   m   a   ŋ   a   #   a   #   p   u   l   u,,oudemans1879,,,l i m a ng a # a # p oe l oe,,,50
Nias-129_fifty-1,354,Nias,129_fifty,limapoeloe,l i m a p u l u,l   i   m   a   p   u   l   u,,oudemans1879,,,l i m a p oe l oe,,,50
Enggano-130_sixty-1,355,Enggano,130_sixty,akoloe takka,a k O l u # t a k k a,a   k   ɔ   l   u   #   t   a   k   k   a,,oudemans1879,,,a k o l oe # t a k k a,,,60
Mentawai-130_sixty-1,356,Mentawai,130_sixty,ènèngapoeloe,E n E ng a p u l u,ɛ   n   ɛ   ŋ   a   p   u   l   u,,oudemans1879,,,è n è ng a p oe l oe,,,60
Nias-130_sixty-1,357,Nias,130_sixty,eônêupoeloe,e o n e u p u l u,e   o   n   e   u   p   u   l   u,,oudemans1879,,,e ô n ê u p oe l oe,,,60
Enggano-131_seventy-1,358,Enggano,131_seventy,akoloe takka é kahafoeloe,a k O l u # t a k k a # e # k a h a f u l u,a   k   ɔ   l   u   #   t   a   k   k   a   #   e   #   k   a   h   a   f   u   l   u,,oudemans1879,,,a k o l oe # t a k k a # é # k a h a f oe l oe,,,70
Mentawai-131_seventy-1,359,Mentawai,131_seventy,pitoenga a poeloe,p i t u ng a # a # p u l u,p   i   t   u   ŋ   a   #   a   #   p   u   l   u,,oudemans1879,,,p i t oe ng a # a # p oe l oe,,,70
Nias-131_seventy-1,360,Nias,131_seventy,fitoepoeloe,f i t u p u l u,f   i   t   u   p   u   l   u,,oudemans1879,,,f i t oe p oe l oe,,,70
Enggano-132_eighty-1,361,Enggano,132_eighty,afa takka,a f a # t a k k a,a   f   a   #   t   a   k   k   a,,oudemans1879,,,a f a # t a k k a,,,80
Mentawai-132_eighty-1,362,Mentawai,132_eighty,waloenga a poeloe,w a l u ng a # a # p u l u,w   a   l   u   ŋ   a   #   a   #   p   u   l   u,,oudemans1879,,,w a l oe ng a # a # p oe l oe,,,80
Nias-132_eighty-1,363,Nias,132_eighty,waloepoeloe,w a l u p u l u,w   a   l   u   p   u   l   u,,oudemans1879,,,w a l oe p oe l oe,,,80
Enggano-133_ninety-1,364,Enggano,133_ninety,afa takka é kahafoeloe,a f a # t a k k a # e # k a h a f u l u,a   f   a   #   t   a   k   k   a   #   e   #   k   a   h   a   f   u   l   u,,oudemans1879,,,a f a # t a k k a # é # k a h a f oe l oe,,,90
Mentawai-133_ninety-1,365,Mentawai,133_ninety,siwanga a poeloe,s i w a ng a # a # p u l u,s   i   w   a   ŋ   a   #   a   #   p   u   l   u,,oudemans1879,,,s i w a ng a # a # p oe l oe,,,90
Nias-133_ninety-1,366,Nias,133_ninety,siwapoeloe,s i w a p u l u,s   i   w   a   p   u   l   u,,oudemans1879,,,s i w a p oe l oe,,,90
Enggano-134_onehundred-1,367,Enggano,134_onehundred,alieba takka,a l i b a # t a k k a,a   l   i   b   a   #   t   a   k   k   a,,oudemans1879,,,a l ie b a # t a k k a,,,100
Mentawai-134_onehundred-1,368,Mentawai,134_onehundred,sengôtoe,s e ng o t u,s   e   ŋ   o   t   u,,oudemans1879,,,s e ng ô t oe,,,100
Nias-134_onehundred-1,369,Nias,134_onehundred,ôtoe,o t u,o   t   u,,oudemans1879,,,ô t oe,,,100
Enggano-135_twohundred-1,370,Enggano,135_twohundred,kahafoeloe takka,k a h a f u l u # t a k k a,k   a   h   a   f   u   l   u   #   t   a   k   k   a,,oudemans1879,,,k a h a f oe l oe # t a k k a,,,200
Mentawai-135_twohundred-1,371,Mentawai,135_twohundred,doeangôtoe,d u a ng o t u,d   u   a   ŋ   o   t   u,,oudemans1879,,,d oe a ng ô t oe,,,200
Enggano-136_threehundred-1,372,Enggano,136_threehundred,kahafoeloe é alieba  takka,k a h a f u l u # e # a l i b a # # t a k k a,k   a   h   a   f   u   l   u   #   e   #   a   l   i   b   a   #   #   t   a   k   k   a,,oudemans1879,,,k a h a f oe l oe # é # a l ie b a # # t a k k a,,,300
Mentawai-136_threehundred-1,373,Mentawai,136_threehundred,teulongôtoe,t e:u l O ng o t u,t   ɛ u   l   ɔ   ŋ   o   t   u,,oudemans1879,,,t eu l o ng ô t oe,,,300
Enggano-137_fourhundred-1,374,Enggano,137_fourhundred,kahaie kadodoka,k a h a i # k a d O d O k a,k   a   h   a   i   #   k   a   d   ɔ   d   ɔ   k   a,,oudemans1879,,,k a h a ie # k a d o d o k a,,,400
Enggano-138_onethousand-1,375,Enggano,138_onethousand,adoewa kadodoka,a d u w a # k a d O d O k a,a   d   u   w   a   #   k   a   d   ɔ   d   ɔ   k   a,,oudemans1879,,,a d oe w a # k a d o d o k a,,,1000
Mentawai-138_onethousand-1,376,Mentawai,138_onethousand,poelongôtoe,p u l O ng o t u,p   u   l   ɔ   ŋ   o   t   u,,oudemans1879,,,p oe l o ng ô t oe,,,1000
Nias-138_onethousand-1,377,Nias,138_onethousand,nahônô,n a h o n o,n   a   h   o   n   o,,oudemans1879,,,n a h ô n ô,,,1000
Enggano-139_eat-1,378,Enggano,139_eat,meno,m e n O,m   e   n   ɔ,,oudemans1879,,,m e n o,,,eten
Mentawai-139_eat-1,379,Mentawai,139_eat,mesoeboe,m e s u b u,m   e   s   u   b   u,,oudemans1879,,,m e s oe b oe,,,eten
Nias-139_eat-1,380,Nias,139_eat,manga,m a ng a,m   a   ŋ   a,,oudemans1879,,,m a ng a,,,eten
Enggano-140_drink-1,381,Enggano,140_drink,ietho,i c O,i   t ͡ ʃ   ɔ,,oudemans1879,,,ie th o,,,drinken
Mentawai-140_drink-1,382,Mentawai,140_drink,melôh,m e l o h,m   e   l   o   h,,oudemans1879,,,m e l ô h,,,drinken
Nias-140_drink-1,383,Nias,140_drink,membâdoe,m e mb a d u,m   e   ʙ   a   d   u,,oudemans1879,,,m e mb â d oe,,,drinken
Enggano-141_sleep-1,384,Enggano,141_sleep,abawoehe,a b a w u h e,a   b   a   w   u   h   e,,oudemans1879,,,a b a w oe h e,,,slapen
Mentawai-141_sleep-1,385,Mentawai,141_sleep,mèrèp,m E r E p,m   ɛ   r   ɛ   p,,oudemans1879,,,m è r è p,,,slapen
Nias-141_sleep-1,386,Nias,141_sleep,meureu,m e:u r e:u,m   ɛ u   r   ɛ u,,oudemans1879,,,m eu r eu,,,slapen
Enggano-142_sit-1,387,Enggano,142_sit,hèkoe,h E k u,h   ɛ   k   u,,oudemans1879,,,h è k oe,,,zitten
Mentawai-142_sit-1,388,Mentawai,142_sit,koedoe,k u d u,k   u   d   u,,oudemans1879,,,k oe d oe,,,zitten
Nias-142_sit-1,389,Nias,142_sit,dedâo,d e d a O,d   e   d   a   ɔ,,oudemans1879,,,d e d â o,,,zitten
Enggano-143_walk-1,390,Enggano,143_walk,kekokoje,k e k O k O y e,k   e   k   ɔ   k   ɔ   j   e,,oudemans1879,,,k e k o k o j e,,,loopen
Mentawai-143_walk-1,391,Mentawai,143_walk,moeino,m O e:i n O,m   ɔ   ɛ i   n   ɔ,,oudemans1879,,,m o ei n o,,,loopen
Nias-143_walk-1,392,Nias,143_walk,moefano,m u f a n O,m   u   f   a   n   ɔ,,oudemans1879,,,m oe f a n o,,,loopen
Enggano-144_stand-1,393,Enggano,144_stand,kaèno,k a:e n O,k   a ɛ   n   ɔ,,oudemans1879,,,k aè n o,,,staan
Mentawai-144_stand-1,394,Mentawai,144_stand,morîô,m O r i o,m   ɔ   r   i   o,,oudemans1879,,,m o r î ô,,,staan
Nias-144_stand-1,395,Nias,144_stand,madjidjîo,m a j i j i O,m   a   d ͡ ʒ   i   d ͡ ʒ   i   ɔ,,oudemans1879,,,m a dj i dj î o,,,staan
Enggano-145_wash-1,396,Enggano,145_wash,kabaike,k a b a:i k e,k   a   b   a i   k   e,,oudemans1879,,,k a b ai k e,,,baden
Mentawai-145_wash-1,397,Mentawai,145_wash,berau,b e r a u,b   e   r   a   u,,oudemans1879,,,b e r a u,,,baden
Enggano-146_swim-1,398,Enggano,146_swim,kaäke,k a ' a k e,k   a   ʔ   a   k   e,,oudemans1879,,,k aä k e,,,zwemmen
Mentawai-146_swim-1,399,Mentawai,146_swim,moelâlak,m u l a l a k,m   u   l   a   l   a   k,,oudemans1879,,,m oe l â l a k,,,zwemmen
Nias-146_swim-1,400,Nias,146_swim,melângi,m e l a ng i,m   e   l   a   ŋ   i,,oudemans1879,,,m e l â ng i,,,zwemmen
Enggano-147_cook-1,401,Enggano,147_cook,faboehe,f a b u h e,f   a   b   u   h   e,,oudemans1879,,,f a b oe h e,,,koken
Mentawai-147_cook-1,402,Mentawai,147_cook,menèo,m e n E O,m   e   n   ɛ   ɔ,,oudemans1879,,,m e n è o,,,koken
Nias-147_cook-1,403,Nias,147_cook,membôi,m e mb o i,m   e   ʙ   o   i,,oudemans1879,,,m e mb ô i,,,koken
Enggano-148_climb-1,404,Enggano,148_climb,bahèle,b a h E l e,b   a   h   ɛ   l   e,,oudemans1879,,,b a h è l e,,,klimmen
Mentawai-148_climb-1,405,Mentawai,148_climb,kepâta,k e p a t a,k   e   p   a   t   a,,oudemans1879,,,k e p â t a,,,klimmen
Nias-148_climb-1,406,Nias,148_climb,moi djàwa,m o:i # j a w a,m   ɔ i   #   d ͡ ʒ   a   w   a,,oudemans1879,,,m oi # dj à w a,,,klimmen
Enggano-149_descend-1,407,Enggano,149_descend,katofo,k a t O f O,k   a   t   ɔ   f   ɔ,,oudemans1879,,,k a t o f o,,,dalen
Mentawai-149_descend-1,408,Mentawai,149_descend,kebâra,k e b a r a,k   e   b   a   r   a,,oudemans1879,,,k e b â r a,,,dalen
Nias-149_descend-1,409,Nias,149_descend,moi tauoe,m o:i # t a u ' u,m   ɔ i   #   t   a   u   ʔ   u,,oudemans1879,,,m oi # t a uoe,,,dalen
Enggano-150_yes-1,410,Enggano,150_yes,o!,O !,ɔ   !,,oudemans1879,,,o !,,,ja
Mentawai-150_yes-1,411,Mentawai,150_yes,hôô,h o o,h   o   o,,oudemans1879,,,h ô ô,,,ja
Nias-150_yes-1,412,Nias,150_yes,ja-ija,y a ' i y a,j   a   ʔ   i   j   a,,oudemans1879,,,j a - i j a,,,ja
Enggano-151_no-1,413,Enggano,151_no,kèwa,k E w a,k   ɛ   w   a,,oudemans1879,,,k è w a,,,neen
Mentawai-151_no-1,414,Mentawai,151_no,tâ-oe,t a ' u,t   a   ʔ   u,,oudemans1879,,,t â - oe,,,neen
Nias-151_no-1,415,Nias,151_no,leu-eu,l e:u ' e:u,l   ɛ u   ʔ   ɛ u,,oudemans1879,,,l eu - eu,,,neen
Enggano-152_inside-1,416,Enggano,152_inside,kèfo,k E f O,k   ɛ   f   ɔ,,oudemans1879,,,k è f o,,,binnen
Mentawai-152_inside-1,417,Mentawai,152_inside,kebâra,k e b a r a,k   e   b   a   r   a,,oudemans1879,,,k e b â r a,,,binnen
Nias-152_inside-1,418,Nias,152_inside,bâcha,b a k h a,b   a   k   h   a,,oudemans1879,,,b â c h a,,,binnen
Enggano-153_outside-1,419,Enggano,153_outside,ietofo,i t O f O,i   t   ɔ   f   ɔ,,oudemans1879,,,ie t o f o,,,buiten
Nias-153_outside-1,420,Nias,153_outside,bairô,b a:i r o,b   a i   r   o,,oudemans1879,,,b ai r ô,,,buiten
Enggano-154_above-1,421,Enggano,154_above,ietebe,i t e b e,i   t   e   b   e,,oudemans1879,,,ie t e b e,,,boven
Mentawai-154_above-1,422,Mentawai,154_above,kepâta,k e p a t a,k   e   p   a   t   a,,oudemans1879,,,k e p â t a,,,boven
Nias-154_above-1,423,Nias,154_above,djâwa,j a w a,d ͡ ʒ   a   w   a,,oudemans1879,,,dj â w a,,,boven
Enggano-155_beneath-1,424,Enggano,155_beneath,ietofo,i t O f O,i   t   ɔ   f   ɔ,,oudemans1879,,,ie t o f o,,,beneden
Mentawai-155_beneath-1,425,Mentawai,155_beneath,kepolak,k e p O l a k,k   e   p   ɔ   l   a   k,,oudemans1879,,,k e p o l a k,,,beneden
Nias-155_beneath-1,426,Nias,155_beneath,tauoe,t a u ' u,t   a   u   ʔ   u,,oudemans1879,,,t a uoe,,,beneden
